Location,Address,Resolved Address,Wind Direction,Latitude,Cloud Cover,Minimum Temperature,Date time,Precipitation,Dew Point,Relative Humidity,id,Precipitation Cover,Longitude,Info,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Snow Depth,Sea Level Pressure,Name,Wind Gust,Wind Chill
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",230,,,25.5,02/16/2019 03:00:00,,20,79.1,,,,,25.5,25.5,10,2.4,,,,999.4,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",260,,5.7,25.2,02/16/2019 04:00:00,,18.6,75.53,,,,,25.2,25.2,10,3.6,,,,998.6,,,20.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",190,,14.9,29.9,02/16/2019 05:00:00,,16.3,56.54,,,,,29.9,29.9,10,9.2,,,,998.6,,,21.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",190,,30,32.2,02/16/2019 06:00:00,,14.9,48.4,,,,,32.2,32.2,10,16.1,,,,997.6,,,21.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",250,,39.9,30.3,02/16/2019 07:00:00,,16.6,56.31,,,,,30.3,30.3,10,13.8,,,,997.6,,,19.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",245,,69.8,32.1,02/16/2019 08:00:00,,19.7,59.72,,,,,32.1,32.1,10,6.4,,,,997.6,,29.8,26.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",255,,90,35.1,02/16/2019 09:00:00,,19.6,52.78,,,,,35.1,35.1,10,9.8,,,,997.4,,,27.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",149,,90,40.5,02/16/2019 10:00:00,,19.4,42.37,,,,,40.5,40.5,10,10.4,,,,995.3,,,34.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",159,,70.2,42.2,02/16/2019 11:00:00,,18.6,38.44,,,,,42.2,42.2,10,8,,,,994.9,,,37.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",30,,70.2,43.2,02/16/2019 12:00:00,,16.5,33.61,,,,,43.2,43.2,10,10.4,,,,994.9,,,37.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",184,,95,35.3,02/16/2019 13:00:00,,20.3,53.93,,,,,35.3,35.3,10,20.8,,,,997.6,,29.8,24.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",171,,50.4,29,02/16/2019 14:00:00,,27.2,92.87,,100,,,29,29,0.9,11.5,,"Mist, Light Snow, Fog, Snow",,1000.1,,,19.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",25,,100,28.4,02/16/2019 15:00:00,,26.9,93.95,,100,,,28.4,28.4,4,12.8,,"Mist, Light Snow",,1001.6,,,17.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",40,,100,26.2,02/16/2019 16:00:00,,25.3,96.36,,100,,,26.2,26.2,4.6,13.9,,"Mist, Light Snow",,1003.5,,,14.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",50,,90,25.7,02/16/2019 17:00:00,,24.8,96.36,,,,,25.7,25.7,10,7,,,,1004.3,,,17.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",90,,90,24.1,02/16/2019 18:00:00,,22.9,95.25,,,,,24.1,24.1,10,1.7,,,,1004.8,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",210,,70.2,23.6,02/16/2019 19:00:00,,22,93.42,,,,,23.6,23.6,10,5.7,,,,1006.2,,,16.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",295,,90,26.6,02/16/2019 20:00:00,,7.9,44.63,,,,,26.6,26.6,10,14.4,,,,1006.2,,,14.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",285,,30,23,02/16/2019 21:00:00,,4.6,44.54,,,,,23,23,10,9.2,,,,1007.5,,,13.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,5.8,26.7,02/16/2019 22:00:00,,1.2,32.7,,,,,26.7,26.7,10,4.2,,,,1007,,31.1,21.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,5.8,25.1,02/16/2019 23:00:00,,1.8,35.91,,,,,25.1,25.1,10,10.8,,,,1007.4,,,14.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",290,,11.5,25.2,02/17/2019 00:00:00,,1.5,35.3,,,,,25.2,25.2,10,7.2,,,,1007.5,,,17.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",315,,11.5,24,02/17/2019 01:00:00,,0.1,34.78,,,,,24,24,10,7,,,,1009.2,,,15.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,15.1,19.4,02/17/2019 02:00:00,,1.4,44.77,,,,,19.4,19.4,10,3.5,,,,1010.4,,,14.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",276,,9.7,22.8,02/17/2019 03:00:00,,2,40.05,,,,,22.8,22.8,10,8.3,,,,1010.7,,,13.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",253,,5.8,22.9,02/17/2019 04:00:00,,1.7,39.25,,,,,22.9,22.9,10,7.8,,,,1011.4,,,13.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",215,,15.1,15.4,02/17/2019 05:00:00,,2.2,55.4,,,,,15.4,15.4,10,8.1,,,,1011.8,,,4.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",190,,30,14.4,02/17/2019 06:00:00,,2.3,58.07,,,,,14.4,14.4,10,2.9,,,,1012.3,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",240,,30,16.1,02/17/2019 07:00:00,,0.5,49.58,,,,,16.1,16.1,10,3.4,,,,1012.5,,,10.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",225,,50,22,02/17/2019 08:00:00,,5.2,47.79,,,,,22,22,10,6.4,,,,1012.5,,,14
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",100,,50,25,02/17/2019 09:00:00,,5.4,42.64,,,,,25,25,10,1.7,,,,1013.1,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",196,,30,28.7,02/17/2019 10:00:00,,5.5,36.79,,,,,28.7,28.7,10,4,,,,1012.4,,,24.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",50,,30,31.6,02/17/2019 11:00:00,,8.8,37.95,,,,,31.6,31.6,10,3.5,,,,1012.2,,,28.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",70,,40.1,31.7,02/17/2019 12:00:00,,10.4,40.57,,,,,31.7,31.7,10,8.1,,,,1011.6,,,24.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",90,,69.8,30.7,02/17/2019 13:00:00,,12.6,46.53,,,,,30.7,30.7,10,13.8,,,,1012,,,20.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",90,,90,30.6,02/17/2019 14:00:00,,14.2,50.19,,,,,30.6,30.6,10,14.4,,,,1012.2,,,20
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",85,,90,28.8,02/17/2019 15:00:00,,13.3,51.93,,,,,28.8,28.8,10,11,,,,1013.8,,,19.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",75,,95,26.8,02/17/2019 16:00:00,,15.8,62.81,,,,,26.8,26.8,10,13.9,,,,1015.2,,,15.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",70,,95,24.2,02/17/2019 17:00:00,,13.9,64.48,,,,,24.2,24.2,8.5,14.3,,Light Snow,,1016.8,,,11.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",75,,95,21.6,02/17/2019 18:00:00,,12.2,66.73,,,,,21.6,21.6,10,11.4,,,,1018.3,,,10
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",55,,95,20.2,02/17/2019 19:00:00,,11.3,67.9,,,,,20.2,20.2,9,12.1,,Light Snow,,1020,,,7.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",60,,95,19.1,02/17/2019 20:00:00,,10.6,68.86,,,,,19.1,19.1,9,9.9,,Light Snow,,1020.3,,,7.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",20,,100,18.3,02/17/2019 21:00:00,,12.8,78.59,,,,,18.3,18.3,8.7,8.9,,"Light Snow, Mist",,1020.9,,,7.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",36,,98.1,17.9,02/17/2019 22:00:00,,10,70.74,,,,,17.9,17.9,8.7,7.6,,"Light Snow, Mist",,1021.2,,,8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",80,,98.1,16,02/17/2019 23:00:00,,8.7,72.54,,,,,16,16,9.8,9.9,,Light Snow,,1021.7,,,4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",86,,98.1,13.4,02/18/2019 00:00:00,,6.9,74.79,,,,,13.4,13.4,9.8,10.1,,Light Snow,,1021.7,,,0.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",105,,95,11.5,02/18/2019 01:00:00,,6.8,81.07,,,,,11.5,11.5,9.5,9.7,,Light Snow,,1022.4,,,-1.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",82,,98.1,12.9,02/18/2019 02:00:00,,8,80.21,,,,,12.9,12.9,6.1,7.8,,Light Snow,,1022.3,,,1.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",83,,100,11.5,02/18/2019 03:00:00,,7.9,84.86,,,,,11.5,11.5,4.9,9.6,,Light Snow,,1022.8,,,-1.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",105,,95,9,02/18/2019 04:00:00,,5.7,86.01,,,,,9,9,2.6,10.4,,"Mist, Light Snow",,1023.2,,,-5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",105,,95,8.1,02/18/2019 05:00:00,,4.7,85.62,,,,,8.1,8.1,7,13.2,,"Mist, Light Snow",,1023.9,,,-8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",100,,90,6.2,02/18/2019 06:00:00,,2.7,85.47,,,,,6.2,6.2,6.5,9.2,,"Mist, Light Snow",,1024.5,,,-7.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",120,,90,6.1,02/18/2019 07:00:00,,2.5,84.78,,,,,6.1,6.1,6.5,9.9,,,,1025,,,-8.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",170,,69.8,8.8,02/18/2019 08:00:00,,5.4,85.98,,,,,8.8,8.8,6.5,9.9,,,,1025.2,,,-5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",220,,90,12.2,02/18/2019 09:00:00,,5.4,73.5,,,,,12.2,12.2,6.5,9.9,,,,1025.1,,,-0.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",200,,90,13.5,02/18/2019 10:00:00,,5.3,69.2,,,,,13.5,13.5,10,7.4,,,,1024.9,,,2.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",300,,90,13.7,02/18/2019 11:00:00,,7.3,74.9,,,,,13.7,13.7,10,5.2,,,,1024.6,,,5.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",295,,90,15.3,02/18/2019 12:00:00,,7.5,70.92,,,,,15.3,15.3,9.5,5.3,,Light Snow,,1023.9,,,7.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",335,,95,16.9,02/18/2019 13:00:00,,8.3,68.57,,,,,16.9,16.9,10,9.2,,,,1022.5,,,5.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",340,,90,18.1,02/18/2019 14:00:00,,8.6,65.99,,,,,18.1,18.1,10,8.1,,,,1022,,,7.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",335,,90,18.3,02/18/2019 15:00:00,,8.8,65.76,,,,,18.3,18.3,10,10.4,,,,1021.6,,,6.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",325,,100,17.3,02/18/2019 16:00:00,,9.8,71.76,,,,,17.3,17.3,9.5,8.6,,Light Snow,,1022.1,,,6.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",325,,100,16.4,02/18/2019 17:00:00,,10.4,76.72,,,,,16.4,16.4,6.5,9.7,,Light Snow,,1022.1,,,4.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",330,,100,15.4,02/18/2019 18:00:00,,11.7,85.08,,,,,15.4,15.4,7.5,8.6,,Light Snow,,1023,,,4.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",320,,100,15.4,02/18/2019 19:00:00,,12.2,87.15,,,,,15.4,15.4,7.5,7.5,,Light Snow,,1023.1,,,5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",315,,100,15.2,02/18/2019 20:00:00,,11.9,86.79,,,,,15.2,15.2,6,5.7,,Light Snow,,1023,,,6.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",333,,98.1,16.5,02/18/2019 21:00:00,,12.1,82.51,,,,,16.5,16.5,8.7,7.2,,"Light Snow, Mist",,1022.5,,,6.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",331,,98.1,16.6,02/18/2019 22:00:00,,12.4,83.16,,,,,16.6,16.6,8.3,7,,"Light Snow, Mist",,1022.1,,,7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",277,,100,14.8,02/18/2019 23:00:00,,10.5,82.62,,,,,14.8,14.8,8.7,6,,Light Snow,,1021.3,,,5.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",273,,100,15.6,02/19/2019 00:00:00,,10.6,80.19,,,,,15.6,15.6,7.9,5.8,,"Mist, Light Snow",,1021.1,,,7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",180,,95,12.7,02/19/2019 01:00:00,,6.6,76.34,,,,,12.7,12.7,10,13.9,,,,1020.5,,,-2.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",88,,98.1,14.6,02/19/2019 02:00:00,,10.4,82.74,,,,,14.6,14.6,8,6.6,,Light Snow,,1019.2,,,4.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",84,,100,13.4,02/19/2019 03:00:00,,9.1,82.64,,,,,13.4,13.4,6.7,8.9,,Light Snow,,1018.5,,,1.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",287,,100,12.7,02/19/2019 04:00:00,,8.4,82.47,,,,,12.7,12.7,6.7,7.8,,Light Snow,,1018.2,,,1.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,100,11.8,02/19/2019 05:00:00,,6.1,77.53,,,,,11.8,11.8,9.5,9.7,,Light Snow,,1017.9,,,-1.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,95,12.4,02/19/2019 06:00:00,,6.4,76.32,,,,,12.4,12.4,9.5,8.6,,,,1017.1,,,0.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",175,,95,12.2,02/19/2019 07:00:00,,6.1,75.99,,,,,12.2,12.2,10,9.7,,,,1017,,,-0.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",180,,90,13.3,02/19/2019 08:00:00,,7.1,75.78,,,,,13.3,13.3,6.5,5.2,,Smoke Or Haze,,1016.9,,,4.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",250,,95,14.5,02/19/2019 09:00:00,,7.9,74.38,,,,,14.5,14.5,6.5,1.7,,Light Snow,,1016.8,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",330,,100,14.8,02/19/2019 10:00:00,,9.5,79.1,,,,,14.8,14.8,5,2.9,,Light Snow,,1015.8,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",350,,100,15.6,02/19/2019 11:00:00,,10.2,78.86,,,,,15.6,15.6,3.5,6.4,,"Mist, Light Snow",,1015.4,,,6.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",340,,100,16.3,02/19/2019 12:00:00,,11.3,80.48,,,,,16.3,16.3,3,7,,"Mist, Light Snow",,1014.8,,,6.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",330,,100,16.5,02/19/2019 13:00:00,,10.8,77.95,,,,,16.5,16.5,5,8,,"Mist, Light Snow",,1013.3,,,6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",345,,100,17,02/19/2019 14:00:00,,9.7,72.55,,,,,17,17,8,8,,"Mist, Light Snow",,1012.6,,,6.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",345,,100,18.5,02/19/2019 15:00:00,,10.3,69.88,,,,,18.5,18.5,10,10.8,,,,1011.8,,,6.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",340,,100,17.9,02/19/2019 16:00:00,,10.4,72.08,,,,,17.9,17.9,5,9.2,,"Light Snow, Mist",,1012.2,,,6.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",184,,95,17.4,02/19/2019 17:00:00,,9.7,71.16,,,,,17.4,17.4,9,8.6,,Light Snow,,1011.8,,,6.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",340,,100,17.2,02/19/2019 18:00:00,,10.1,73.47,,,,,17.2,17.2,6.5,9.7,,"Mist, Light Snow",,1011.6,,,5.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",330,,100,16.1,02/19/2019 19:00:00,,13.3,88.57,,,,,16.1,16.1,3.5,6.9,,"Mist, Light Snow",,1012.3,,,6.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",290,,100,16.1,02/19/2019 20:00:00,,14.2,92.13,,,,,16.1,16.1,4.5,6.4,,"Mist, Light Snow",,1011.8,,,6.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",295,,95,15.4,02/19/2019 21:00:00,,13.6,92.48,,,,,15.4,15.4,7,6.4,,"Mist, Light Snow",,1011.1,,,6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",260,,60.2,13.6,02/19/2019 22:00:00,,12.6,95.76,,,,,13.6,13.6,8,3.4,,Mist,,1010.9,,,7.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",216,,15.4,15.5,02/19/2019 23:00:00,,11.7,84.61,,,,,15.5,15.5,9.4,3.6,,,,1010.3,,,9.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",190,,30,10.7,02/20/2019 00:00:00,,9.3,93.81,,,,,10.7,10.7,10,3.4,,,,1009.6,,,4.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",229,,11.5,11.5,02/20/2019 01:00:00,,8.7,88.11,,,,,11.5,11.5,10,4.5,,,,1008.9,,,3.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",214,,11.5,16.6,02/20/2019 02:00:00,,1.2,50.15,,,,,16.6,16.6,10,13.3,,,,1008,,,2.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,,9.7,02/20/2019 03:00:00,,6.1,85.05,,,,,9.7,9.7,10,7.5,,,,1006.9,,,-1.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",238,,,15.2,02/20/2019 04:00:00,,-0.6,48.78,,,,,15.2,15.2,10,10.1,,,,1006.5,,,2.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",220,,15.1,8.4,02/20/2019 05:00:00,,2.8,77.23,,,,,8.4,8.4,10,4.6,,,,1006.6,,,-0.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",210,,15.1,9.1,02/20/2019 06:00:00,,1.9,72,,,,,9.1,9.1,10,6.9,,,,1007.1,,,-2.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",170,,30,8.2,02/20/2019 07:00:00,,0.8,71.25,,,,,8.2,8.2,10,7.5,,,,1007.6,,,-3.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",170,,30,15.2,02/20/2019 08:00:00,,5.2,64.07,,,,,15.2,15.2,10,7.5,,,,1007.1,,,4.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",240,,50,21.6,02/20/2019 09:00:00,,-0.2,37.88,,,,,21.6,21.6,10,5.3,,,,1006.9,,,14.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,50,23.8,02/20/2019 10:00:00,,-3,30.2,,,,,23.8,23.8,10,4.6,,,,1006.9,,,17.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",300,,30,26,02/20/2019 11:00:00,,-1.3,29.92,,,,,26,26,10,6.4,,,,1007,,,18.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,30,29,02/20/2019 12:00:00,,-0.4,27.52,,,,,29,29,10,7.5,,,,1006,,,21.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",196,,30,30.4,02/20/2019 13:00:00,,-1.5,24.76,,,,,30.4,30.4,10,5.8,,,,1005.3,,,24.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",166,,30,32,02/20/2019 14:00:00,,-2.6,22.03,,,,,32,32,10,7.5,,,,1004.9,,,25.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",130,,30,32.5,02/20/2019 15:00:00,,0.7,25.2,,,,,32.5,32.5,10,12.1,,,,1005.2,,,23.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",125,,30,31.3,02/20/2019 16:00:00,,4.5,31.61,,,,,31.3,31.3,10,13.9,,,,1006.4,,,21.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",115,,30,29.2,02/20/2019 17:00:00,,6.5,37.64,,,,,29.2,29.2,10,13.3,,,,1007.1,,,18.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",110,,30,25.1,02/20/2019 18:00:00,,9.5,51.06,,,,,25.1,25.1,10,10.9,,,,1008,,,14.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",120,,30,23,02/20/2019 19:00:00,,10.8,59.16,,,,,23,23,10,5.8,,,,1009.4,,,15.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",185,,40.1,19.6,02/20/2019 20:00:00,,11.9,71.73,,,,,19.6,19.6,10,6.4,,,,1009.4,,,11.1
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",140,,15.4,24.3,02/20/2019 21:00:00,,9.9,53.77,,,,,24.3,24.3,10,0.7,,,,1009.1,,,
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",155,,30,19.8,02/20/2019 22:00:00,,11.5,69.53,,,,,19.8,19.8,10,5.2,,,,1009.5,,,12.6
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",226,,11.5,21.4,02/20/2019 23:00:00,,8,55.72,,,,,21.4,21.4,10,6.9,,,,1009.1,,,12.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",258,,11.5,21.6,02/21/2019 00:00:00,,6.8,52.36,,,,,21.6,21.6,10,8.4,,,,1008.6,,,11.9
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",180,,30,18,02/21/2019 01:00:00,,8.4,65.52,,,,,18,18,10,7.5,,,,1008.3,,,8.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",329,,5.8,18.8,02/21/2019 02:00:00,,5.3,55.04,,,,,18.8,18.8,10,7.4,,,,1008.6,,,9.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",323,,5.8,17,02/21/2019 03:00:00,,4.5,57.34,,,,,17,17,10,8.4,,,,1009.3,,,6.3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",311,,5.8,16.1,02/21/2019 04:00:00,,5.1,61.34,,,,,16.1,16.1,10,7.2,,,,1010,,,6.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",295,,25.2,13.3,02/21/2019 05:00:00,,6.2,72.78,,,,,13.3,13.3,10,7.5,,,,1010.4,,,2.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,70.2,13.3,02/21/2019 06:00:00,,5.4,70.15,,,,,13.3,13.3,10,6.9,,,,1011.8,,,3
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",270,,90,13.3,02/21/2019 07:00:00,,5.4,70.15,,,,,13.3,13.3,10,6.4,,,,1012.2,,,3.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",280,,90,15.8,02/21/2019 08:00:00,,6.6,66.53,,,,,15.8,15.8,10,9.2,,,,1012.7,,,4.2
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",320,,90,18.9,02/21/2019 09:00:00,,8,61.77,,,,,18.9,18.9,10,11.4,,,,1012.3,,,6.7
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",300,,90,20.2,02/21/2019 10:00:00,,6.8,55.49,,,,,20.2,20.2,10,6.4,,,,1011.9,,,11.8
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",166,,90,24.4,02/21/2019 11:00:00,,7.3,47.57,,,,,24.4,24.4,10,8.1,,,,1011.2,,,15.5
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",320,,90,26.9,02/21/2019 12:00:00,,8,44.27,,,,,26.9,26.9,10,6.9,,,,1010.4,,,19.4
Wheat Ridge,"Wheat Ridge, CO, United States","Wheat Ridge, CO, United States",335,,90,28.4,02/21/2019 13:00:00,,9.1,43.62,,,,,28.4,28.4,10,7.5,,,,1009.5,,,20.8
